,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,basement_exist,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15
423,1442860160,2015-01-07,380000.0,3,2.5,2280,10255,2.0,4,8,2280,0.0,1985,98058,47.4334,-122.161,2310,10094
424,7942600310,2014-07-17,375000.0,2,1.0,940,5120,1.0,3,7,940,0.0,1909,98122,47.6073,-122.30799999999999,1300,5120
425,1545808560,2015-04-03,245000.0,3,2.5,1530,8500,1.0,5,7,1030,1.0,1996,98038,47.3592,-122.046,1850,8140
428,3754700160,2014-05-06,397000.0,4,2.0,1440,7680,1.0,3,7,1200,1.0,1971,98034,47.7245,-122.2,1460,9660
429,305500140,2015-05-12,365000.0,3,2.5,2200,4052,2.0,3,8,2200,0.0,2005,98058,47.4362,-122.178,2310,5082
430,5468750060,2014-10-28,328500.0,4,3.0,2290,8250,2.0,3,9,2290,0.0,1990,98042,47.3739,-122.156,2290,8250
432,3454000060,2014-07-22,1000000.0,4,2.5,2610,3277,1.5,5,8,1920,1.0,1922,98103,47.6636,-122.33,1810,3277
434,8564950390,2014-09-19,525000.0,4,2.5,2450,5280,2.0,3,8,2450,0.0,2003,98011,47.7734,-122.22399999999999,2300,4674
440,3353401710,2014-09-23,227950.0,3,1.5,1670,8230,1.0,5,7,1670,0.0,1954,98001,47.2613,-122.255,2077,4910
441,8159610030,2014-07-22,196000.0,3,2.25,2070,11576,2.0,3,7,2070,0.0,1974,98001,47.3417,-122.271,1890,7519
442,3179100435,2014-07-15,641000.0,2,1.0,1420,5332,1.0,3,8,1070,1.0,1953,98105,47.6694,-122.275,2400,5406
444,8857600960,2014-08-19,205000.0,3,1.0,940,7980,1.0,4,7,940,0.0,1960,98032,47.3838,-122.289,1150,8050
445,1774000200,2014-12-02,400000.0,3,1.75,1920,9102,1.0,3,7,1920,0.0,1968,98072,47.7487,-122.08200000000001,1920,9760
447,1049010390,2015-03-19,505000.0,3,2.0,1260,5460,1.0,3,7,1260,0.0,1972,98034,47.7355,-122.18,1510,5460
448,7905370390,2014-10-09,475000.0,5,2.5,2340,7200,1.0,3,7,1300,1.0,1975,98034,47.7206,-122.211,1930,7221
449,4140090240,2014-11-05,520000.0,3,2.25,2590,9263,1.0,5,8,1440,1.0,1977,98028,47.7691,-122.262,2580,9450
451,3775300030,2014-12-31,333500.0,3,1.75,1220,9732,1.0,3,7,1220,0.0,1965,98011,47.7736,-122.214,1630,10007
454,2287000030,2014-10-14,811000.0,3,1.75,1870,9897,1.0,4,8,1870,0.0,1960,98040,47.5505,-122.221,1900,10005
455,7702010030,2014-05-20,551000.0,3,2.5,2830,5802,2.0,3,9,2830,0.0,2001,98028,47.7605,-122.234,2500,5788
456,1529200340,2015-01-08,496500.0,3,2.5,2260,3640,2.0,3,8,2260,0.0,1994,98072,47.7356,-122.15700000000001,2350,3710
459,1796360350,2015-01-28,255000.0,3,1.75,1240,8659,1.0,5,7,1240,0.0,1986,98042,47.3663,-122.089,1490,8223
462,8944290160,2014-11-04,230000.0,3,2.0,1510,3413,2.0,3,7,1510,0.0,1985,98031,47.3912,-122.167,1570,3777
466,2419600075,2014-12-01,465000.0,3,1.75,1480,6360,1.0,3,7,1480,0.0,1954,98133,47.7311,-122.353,1480,6360
467,2621760350,2014-10-15,325000.0,4,2.5,1850,7324,2.0,3,8,1850,0.0,1997,98042,47.3701,-122.10700000000001,2100,7329
469,4123840310,2015-01-06,342500.0,3,2.5,1810,5192,2.0,3,8,1810,0.0,1993,98038,47.3724,-122.042,1810,6200
475,3629920030,2014-08-08,520000.0,4,2.25,1890,3006,2.0,3,7,1890,0.0,2003,98029,47.5461,-121.99799999999999,1580,3000
477,6844700810,2014-09-01,438924.0,3,1.5,1050,4590,1.0,3,7,850,1.0,1949,98115,47.6943,-122.29,1770,5400
480,2205700350,2014-11-04,378500.0,4,1.75,1700,8640,1.0,3,7,850,1.0,1955,98006,47.5772,-122.15299999999999,1620,9000
481,5466000030,2014-06-03,328500.0,3,2.5,1950,8130,2.0,4,9,1950,0.0,1990,98042,47.3875,-122.161,2350,7691
482,6189200125,2015-03-25,849950.0,3,3.0,2990,9773,2.0,4,8,2990,0.0,1973,98005,47.6344,-122.17399999999999,2230,11553
488,8691370400,2014-12-16,699900.0,4,2.75,2810,7302,2.0,3,9,2810,0.0,2002,98075,47.5985,-121.977,2820,7302
490,8562501040,2014-11-20,452000.0,4,1.5,1580,7350,1.0,4,7,960,1.0,1963,98052,47.6734,-122.154,1560,7350
492,7942100310,2015-01-27,232000.0,3,1.75,1300,11230,1.0,5,7,1300,0.0,1968,98042,47.3811,-122.087,1300,10794
494,1727500340,2014-06-14,397500.0,3,2.0,1510,6710,1.0,3,7,1070,1.0,1972,98034,47.7193,-122.21600000000001,1660,6600
495,9828702519,2014-05-12,490000.0,2,2.5,1230,1391,2.0,3,8,870,1.0,2004,98112,47.6192,-122.301,1240,1350
498,9274202270,2014-08-18,625000.0,2,1.5,1490,5750,1.5,4,7,1190,1.0,1900,98116,47.5872,-122.39,1590,4025
501,7518503335,2014-05-19,475000.0,2,1.0,1490,3825,1.0,3,7,860,1.0,1929,98117,47.6799,-122.381,1460,3825
502,5467900070,2014-05-02,342000.0,3,2.0,1930,11947,1.0,4,8,1930,0.0,1966,98042,47.3672,-122.15100000000001,2200,12825
504,8906200070,2015-02-10,280000.0,3,1.5,1670,11610,1.0,4,7,1670,0.0,1963,98055,47.4404,-122.191,1930,10200
506,2769600560,2014-05-27,529000.0,3,1.0,1210,3328,1.5,4,7,1210,0.0,1924,98107,47.6729,-122.363,1640,3333
507,9238901420,2015-02-02,442000.0,3,1.0,1190,5100,1.0,4,7,1030,1.0,1941,98136,47.5346,-122.385,1690,5100
510,8121200810,2015-05-05,585000.0,4,1.75,2430,7559,1.0,4,8,1580,1.0,1981,98052,47.7206,-122.11,1980,8750
511,5126310400,2015-03-05,480000.0,4,2.5,2600,7787,2.0,3,8,2600,0.0,2005,98059,47.4877,-122.139,2830,7787
513,2827100070,2014-11-05,290000.0,4,1.0,1330,8184,1.5,3,7,1330,0.0,1949,98133,47.7343,-122.34700000000001,1220,660
514,9276201895,2014-08-20,615000.0,3,1.75,1900,5000,1.0,5,7,950,1.0,1951,98116,47.5789,-122.39299999999999,1770,5000
515,4402700070,2015-03-11,300000.0,2,1.0,1100,7680,1.0,4,7,1100,0.0,1950,98133,47.7439,-122.339,1460,7680
517,925059288,2015-05-07,750000.0,3,2.5,2400,7745,2.0,3,9,2400,0.0,2001,98033,47.6734,-122.17299999999999,2080,8615
520,1432400335,2015-03-25,288000.0,3,1.0,1190,7560,1.0,5,6,1190,0.0,1958,98058,47.452,-122.177,1190,7560
522,726049331,2015-03-26,515000.0,5,3.0,2530,5105,1.0,3,8,1520,1.0,2005,98133,47.7546,-122.34100000000001,2290,4011
524,7453000070,2014-08-18,275000.0,2,1.0,940,5000,1.0,3,6,940,0.0,1951,98126,47.5186,-122.374,940,5000
526,7202331420,2014-06-20,650000.0,4,2.5,3040,6587,2.0,3,7,3040,0.0,2003,98053,47.683,-122.039,2740,6587
530,1545807610,2015-04-29,270500.0,3,2.5,1780,7848,1.0,3,7,1320,1.0,1978,98038,47.3608,-122.056,1680,7848
531,1843200240,2015-05-05,200000.0,2,1.5,1360,1898,2.0,3,7,1360,0.0,1978,98092,47.2852,-122.19,1360,1898
534,1521069070,2015-02-18,204000.0,3,1.0,1040,7405,1.0,4,6,1040,0.0,1971,98010,47.3105,-122.021,1580,7405
535,2459500310,2015-02-18,358000.0,3,2.25,1610,6655,2.0,4,7,1610,0.0,1985,98058,47.4296,-122.161,1780,7529
536,6204420070,2015-05-01,452000.0,4,1.75,1570,8268,1.0,3,7,1570,0.0,1979,98011,47.7373,-122.197,1870,8190
537,5694500105,2014-12-04,595000.0,2,2.0,1510,4000,1.0,4,7,1010,1.0,1900,98103,47.6582,-122.345,1920,4000
539,9485740340,2015-03-10,346900.0,4,2.5,1970,5106,2.0,3,8,1970,0.0,1999,98055,47.449,-122.205,2230,5109
541,2270000070,2014-10-30,280000.0,4,2.5,1560,4350,2.0,3,7,1560,0.0,2003,98056,47.5025,-122.186,1560,4350
542,1310900260,2014-10-13,318888.0,4,1.75,2320,12000,1.0,4,8,2270,1.0,1973,98032,47.3644,-122.28,2120,9880
547,7899800860,2015-03-19,259950.0,2,2.0,1070,649,2.0,3,9,720,1.0,2008,98106,47.5213,-122.35700000000001,1070,928
549,5000500055,2014-05-28,215000.0,2,1.0,1320,8865,1.0,4,6,1320,0.0,1943,98168,47.4949,-122.3,1190,6490
552,4025300135,2015-05-08,451000.0,3,1.75,1790,9813,2.0,3,7,1790,0.0,1949,98155,47.748999999999995,-122.305,1520,10125
553,3294700310,2014-09-02,261000.0,2,1.0,750,8125,1.0,4,6,750,0.0,1943,98055,47.4727,-122.198,1340,8750
554,8718500075,2014-11-17,396000.0,3,1.5,1300,8280,1.0,5,7,1300,0.0,1956,98028,47.7403,-122.256,1570,8692
557,236400320,2014-07-15,238000.0,4,1.0,1400,7242,1.5,3,7,1400,0.0,1959,98188,47.4339,-122.291,1310,7314
559,8648100200,2014-10-27,331500.0,4,2.5,2050,10271,2.0,3,7,2050,0.0,1998,98042,47.3628,-122.075,2050,8103
562,6431500140,2014-12-17,880000.0,3,2.5,2870,5163,2.0,3,9,2870,0.0,2014,98103,47.6935,-122.352,1630,7995
564,5307100060,2014-12-16,638700.0,3,1.75,2080,9162,1.0,3,7,1370,1.0,1960,98005,47.5846,-122.16799999999999,1870,8944
566,561000075,2014-12-31,260000.0,3,1.0,1180,5350,1.5,4,6,1180,0.0,1959,98178,47.505,-122.259,1490,5350
570,5104510270,2014-07-18,338900.0,4,2.5,1830,5612,2.0,3,7,1830,0.0,2003,98038,47.3572,-122.015,1830,5998
572,1714900060,2015-04-24,442000.0,5,3.0,2560,5445,1.5,4,7,1760,1.0,1927,98108,47.5502,-122.311,1080,5445
578,1088650310,2015-01-27,530000.0,4,2.5,2320,5493,2.0,3,8,2320,0.0,2004,98028,47.7727,-122.229,2450,5471
579,8945200860,2014-12-11,180000.0,3,1.0,1384,8960,1.0,4,6,1384,0.0,1965,98023,47.3062,-122.37100000000001,1000,8470
581,7511800070,2014-08-21,264000.0,3,1.5,1820,10608,1.0,4,7,1820,0.0,1962,98003,47.3366,-122.306,1380,8976
583,3876300310,2014-10-22,439000.0,4,2.25,2060,10070,2.0,3,7,2060,0.0,1975,98034,47.7258,-122.177,2060,8155
584,5419800510,2014-11-17,268500.0,4,1.75,1420,7500,1.0,4,7,1080,1.0,1981,98031,47.4025,-122.176,1500,7260
588,1442740140,2014-09-30,370000.0,3,2.25,2110,13300,2.0,4,8,2110,0.0,1985,98038,47.3725,-122.06,2470,14000
593,9542830350,2014-09-02,296000.0,4,2.5,1780,3600,2.0,3,7,1780,0.0,2006,98038,47.3665,-122.01700000000001,2020,3802
594,1123049053,2015-02-13,360000.0,4,2.5,1840,9611,2.0,3,7,1840,0.0,1996,98178,47.4964,-122.251,1830,8505
595,8018600765,2014-06-04,240500.0,3,1.75,1460,10584,1.0,3,7,990,1.0,1997,98168,47.492,-122.31700000000001,1220,12012
602,4233400340,2014-08-20,185000.0,3,1.75,1430,10816,2.0,3,7,1430,0.0,1994,98010,47.3122,-121.99600000000001,1560,10816
603,7199350340,2014-08-25,460000.0,3,1.75,1440,7070,1.0,3,7,1440,0.0,1980,98052,47.6947,-122.125,1440,7210
604,3904901710,2015-02-24,435500.0,3,2.25,1450,4789,2.0,3,7,1450,0.0,1985,98029,47.5665,-122.01799999999999,1560,4490
605,240000058,2015-04-08,469000.0,4,2.75,3550,13938,1.0,5,8,2100,1.0,1966,98188,47.425,-122.28299999999999,2050,9000
606,6865200444,2014-05-05,531000.0,2,3.0,1270,1175,2.0,3,8,1110,1.0,2000,98103,47.6634,-122.34,1290,1800
607,9498200046,2015-02-06,443500.0,2,1.0,940,6804,1.0,3,7,940,0.0,1949,98177,47.7047,-122.37299999999999,1150,6930
608,1796380960,2014-11-26,223000.0,3,2.0,1670,6824,1.0,3,7,1300,1.0,1990,98042,47.3666,-122.084,1660,7586
613,4379400260,2014-06-10,695000.0,3,2.75,2540,4694,2.0,3,9,2540,0.0,2005,98074,47.6214,-122.024,2600,6344
614,5115000160,2014-06-17,242000.0,3,1.75,1280,7524,1.5,4,7,1280,0.0,1988,98031,47.3961,-122.18799999999999,1500,7777
615,2826049234,2015-01-14,425000.0,3,2.25,1820,8814,1.0,3,7,1280,1.0,1967,98125,47.7162,-122.309,1810,7515
616,6600700030,2015-05-06,525000.0,3,2.25,1490,9414,2.0,3,7,1490,0.0,1981,98052,47.6844,-122.113,1290,10125
617,3904930240,2014-09-22,485000.0,3,2.5,1880,5502,2.0,3,8,1880,0.0,1988,98029,47.5737,-122.01799999999999,2040,5411
620,8078570390,2015-04-15,260000.0,3,2.5,1920,7415,2.0,3,7,1920,0.0,1989,98031,47.4022,-122.171,1930,7536
621,3010300240,2014-06-23,577000.0,3,2.5,2060,5750,1.0,3,7,1330,1.0,1976,98116,47.5671,-122.391,1920,5750
622,9500900135,2014-10-21,200000.0,3,1.5,1210,10588,1.0,4,7,1210,0.0,1958,98002,47.2876,-122.212,1408,10588
624,6411600069,2014-05-21,325000.0,3,1.0,990,6750,1.0,4,6,990,0.0,1947,98133,47.7125,-122.331,1440,6860
625,7812800565,2014-08-14,289500.0,3,1.0,960,6400,1.0,4,6,820,1.0,1944,98178,47.496,-122.23899999999999,1200,6600
626,7548300731,2014-08-08,559950.0,3,2.5,1660,1458,3.0,3,9,1660,0.0,2014,98144,47.5876,-122.309,1660,1784
628,7010700292,2014-10-09,543500.0,3,2.25,1270,2790,1.0,3,7,990,1.0,1970,98199,47.6581,-122.396,1920,4000
630,5437820310,2014-05-23,218000.0,3,1.0,960,9633,1.0,5,6,960,0.0,1982,98022,47.1951,-122.001,1080,8610
632,3204800370,2014-12-12,426700.0,3,1.75,2080,7700,1.0,5,7,1600,1.0,1968,98056,47.5375,-122.178,1680,7700
636,6131600060,2014-08-15,214000.0,3,1.0,1200,8316,1.0,4,6,1200,0.0,1953,98002,47.3221,-122.215,1200,8316
637,5379805460,2015-01-21,245000.0,3,1.5,1360,8910,2.0,5,7,1360,0.0,1949,98188,47.4488,-122.275,1220,8912
638,7212652180,2014-07-01,314500.0,3,2.0,2050,13303,1.0,3,8,2050,0.0,1993,98003,47.2681,-122.31,2180,11590
640,4315700060,2015-03-03,378000.0,2,2.0,1300,3850,1.0,3,7,800,1.0,1963,98136,47.5395,-122.39,950,5500
641,3329500060,2014-07-28,305000.0,4,2.5,2250,9091,1.0,3,7,1340,1.0,1982,98001,47.33600000000001,-122.26899999999999,1540,7802
646,2490200320,2015-03-20,545000.0,3,1.75,1680,6200,1.5,3,7,1680,0.0,1916,98136,47.5338,-122.384,1680,5100
647,2218000335,2014-07-07,530000.0,3,1.75,1320,2500,1.0,3,7,870,1.0,1918,98105,47.6681,-122.305,1580,2750
649,2586800270,2015-04-07,425000.0,4,1.0,1260,7645,1.5,3,6,1260,0.0,1925,98146,47.5044,-122.35,1170,7649
650,4338800370,2014-11-17,220000.0,3,1.0,1000,6020,1.0,3,6,1000,0.0,1944,98166,47.4793,-122.346,1300,8640
657,2985800030,2014-05-07,495000.0,3,1.0,990,6000,1.0,3,6,990,0.0,1943,98105,47.6718,-122.26700000000001,1250,6000
658,259900160,2015-01-02,748000.0,4,3.5,2770,3330,2.0,3,8,1970,1.0,2001,98052,47.6327,-122.109,2180,3380
659,708000030,2014-09-02,888000.0,3,1.5,1250,8710,1.0,4,7,1250,0.0,1953,98004,47.6245,-122.198,1750,9185
662,1062100116,2015-01-21,475000.0,3,2.5,1640,5097,2.0,3,7,1640,0.0,1969,98155,47.7522,-122.27799999999999,1880,6000
663,6798100662,2014-05-27,312000.0,3,1.5,1255,1374,3.0,3,7,1255,0.0,2004,98125,47.7145,-122.311,1307,1232
665,2525500260,2014-11-24,331000.0,3,1.75,1300,9079,1.0,3,7,1300,0.0,1986,98059,47.4834,-122.15899999999999,1890,7369
666,6145600041,2014-05-14,306000.0,3,1.5,1220,1086,3.0,3,8,1220,0.0,2007,98133,47.7049,-122.353,1220,1422
667,3300701615,2014-09-30,655000.0,4,2.5,2630,4000,3.0,3,8,2630,0.0,2002,98117,47.6915,-122.381,1640,4000
668,5151600340,2014-07-09,290000.0,3,1.5,1950,15954,1.0,4,8,1950,0.0,1959,98003,47.33600000000001,-122.319,1940,12667
670,2710600045,2014-06-16,460000.0,3,1.75,1550,4708,1.0,4,7,860,1.0,1949,98115,47.6759,-122.286,1880,5600
672,6067910030,2015-03-16,664000.0,4,2.75,2510,11880,1.0,5,8,1630,1.0,1978,98006,47.5427,-122.181,2390,11211
675,3558900070,2014-07-18,497000.0,3,2.25,1870,9315,1.0,3,7,1350,1.0,1975,98034,47.705,-122.20200000000001,2230,9579
677,3348401740,2015-01-27,188000.0,2,1.5,1120,17487,1.0,3,6,1120,0.0,1924,98178,47.5024,-122.271,1690,8056
680,5029450160,2014-08-15,222000.0,3,2.0,1440,7187,1.0,4,7,970,1.0,1981,98023,47.291000000000004,-122.368,1440,7187
683,3438500486,2014-10-16,413000.0,4,3.5,2380,5809,2.0,4,7,1750,1.0,1995,98106,47.5536,-122.359,1620,5775
684,5102400105,2014-10-13,400000.0,4,1.0,1420,4875,1.5,3,7,1420,0.0,1930,98115,47.6942,-122.321,1110,5413
686,1321710030,2014-05-19,320000.0,3,2.5,2680,7757,2.0,3,8,2680,0.0,1990,98023,47.2918,-122.346,2430,8231
688,1566100400,2014-09-24,387500.0,3,1.0,1220,8329,1.0,3,6,1220,0.0,1946,98115,47.6982,-122.29799999999999,1490,8322
692,1402600700,2014-07-21,359900.0,4,2.25,2470,7698,2.0,3,8,2470,0.0,1983,98058,47.4406,-122.141,2330,7986
693,8024200350,2015-03-04,410000.0,2,1.0,800,4342,1.0,3,6,670,1.0,1927,98115,47.6997,-122.316,1210,4343
701,1895000045,2015-05-04,195000.0,2,1.0,820,5100,1.0,3,6,820,0.0,1953,98118,47.5156,-122.262,1170,5304
702,6205500030,2014-11-03,480000.0,4,2.0,2180,10575,1.0,2,6,1730,1.0,1950,98005,47.589,-122.177,2180,12010
703,7011200260,2014-12-19,485000.0,4,2.0,1400,3600,1.0,3,7,1100,1.0,1900,98119,47.6385,-122.37,1630,2048
706,9477200560,2015-04-13,440000.0,3,1.75,1530,7245,1.0,4,7,1530,0.0,1984,98034,47.731,-122.191,1530,7490
708,5231000060,2014-08-05,310000.0,3,1.75,1490,7150,1.0,5,6,1490,0.0,1967,98059,47.5015,-122.124,1350,9100
711,7967200060,2014-09-08,243000.0,3,1.75,1450,12125,1.0,4,7,1450,0.0,1981,98001,47.3575,-122.28,1210,12125
712,8077210350,2014-07-22,639000.0,4,2.5,2210,9875,2.0,3,9,2210,0.0,1990,98074,47.6285,-122.025,2440,8799
713,7203000640,2014-09-18,215000.0,4,1.0,1130,7400,1.0,4,7,1130,0.0,1969,98003,47.3437,-122.316,1540,7379
715,3832200070,2014-12-22,250000.0,4,1.75,1710,7140,1.0,5,7,1010,1.0,1968,98032,47.3745,-122.275,1770,8960
721,6431000270,2014-07-28,565000.0,2,1.0,960,4080,1.0,5,7,960,0.0,1911,98103,47.6893,-122.34899999999999,1300,4080
724,2171400197,2014-09-18,350000.0,5,3.0,2520,5500,1.0,3,8,1550,1.0,2004,98178,47.4938,-122.255,1700,8000
726,3530490070,2014-06-13,210000.0,2,1.75,1440,5680,1.0,4,8,1440,0.0,1978,98198,47.3825,-122.319,1320,3547
728,2525000510,2014-11-06,328000.0,3,1.75,1470,7650,1.0,3,7,1130,1.0,1983,98059,47.4818,-122.161,1590,7500
732,2619950350,2014-05-08,403000.0,3,2.75,2090,8354,2.0,3,8,2090,0.0,2012,98019,47.7336,-121.965,2280,6348
734,731500200,2015-01-13,347500.0,4,2.5,2156,3562,2.0,3,9,2156,0.0,2012,98030,47.3591,-122.20100000000001,1708,3539
735,2591820310,2014-10-06,365000.0,4,2.25,2070,8893,2.0,4,8,2070,0.0,1986,98058,47.4388,-122.162,2390,7700
736,3626039299,2015-02-24,588000.0,3,1.0,1910,8167,1.0,4,8,1270,1.0,1951,98117,47.7004,-122.368,1500,6816
737,9346980140,2014-08-20,605000.0,3,1.75,1920,7400,1.0,4,8,1260,1.0,1977,98006,47.5633,-122.131,2360,8048
741,1588600045,2014-12-15,459000.0,2,1.75,1170,4887,1.0,3,6,1020,1.0,1929,98117,47.695,-122.366,1170,5441
743,1771000890,2014-09-17,305000.0,3,1.0,1160,9750,1.0,3,7,1160,0.0,1967,98077,47.7422,-122.073,1160,9650
744,3300701170,2014-06-20,395000.0,3,1.0,1500,4000,1.0,3,6,900,1.0,1925,98117,47.6921,-122.38,950,4000
745,7340500270,2015-01-23,560000.0,4,2.5,2940,6000,2.0,3,8,2940,0.0,2000,98011,47.7533,-122.198,2510,6600
747,293720140,2014-06-05,449950.0,3,2.5,2170,4912,2.0,3,7,2170,0.0,2003,98028,47.7767,-122.23899999999999,2010,4395
749,1138020200,2014-09-03,435000.0,4,1.5,1510,6460,1.0,3,7,1070,1.0,1970,98034,47.7121,-122.214,1450,6630
752,3959400710,2014-07-30,447000.0,3,1.0,1370,6001,1.0,5,7,1230,1.0,1944,98108,47.5646,-122.31700000000001,1370,5520
758,9542300320,2015-02-02,856600.0,4,2.25,2400,13430,1.0,4,9,2400,0.0,1964,98005,47.5987,-122.178,2580,10077
759,770000045,2014-10-24,405600.0,5,1.5,2830,4000,2.5,4,8,2830,0.0,1918,98118,47.5132,-122.262,1480,4000
761,6379500159,2014-09-11,400000.0,3,2.25,1190,1149,2.0,3,8,1050,1.0,2008,98116,47.5818,-122.387,1210,1316
763,8856940060,2015-02-27,374950.0,4,2.75,2730,4683,2.0,3,7,2730,0.0,2005,98038,47.3608,-122.04299999999999,2230,4924
766,8146100270,2015-03-24,824000.0,4,2.25,2490,9864,1.0,4,8,1290,1.0,1961,98004,47.6051,-122.195,2360,9864
768,208500160,2015-01-07,760000.0,4,2.5,2430,6099,1.0,5,8,1470,1.0,1965,98115,47.6777,-122.287,2180,6099
771,3343901234,2014-11-13,341500.0,3,1.5,1130,7223,1.0,4,7,1130,0.0,1961,98056,47.5089,-122.189,1320,7356
772,226039214,2014-06-12,465250.0,5,2.0,1940,7642,1.5,3,7,1940,0.0,1957,98177,47.7751,-122.38,1940,8724
775,4040800810,2014-05-02,420000.0,3,2.25,2000,8030,1.0,4,8,1000,1.0,1963,98008,47.6188,-122.11399999999999,2070,8250
776,2612000390,2014-06-15,269950.0,3,2.5,1890,4838,2.0,3,8,1730,1.0,2002,98168,47.4802,-122.279,1910,7409
777,3814400125,2014-10-16,493000.0,4,2.0,1910,2874,1.0,3,7,1060,1.0,1910,98122,47.6101,-122.295,1520,2874
781,3191000240,2014-06-12,400000.0,3,1.75,1590,8219,1.5,5,6,970,1.0,1938,98034,47.7146,-122.21700000000001,2030,7504
783,5693500270,2015-01-21,715000.0,4,1.0,2000,4800,2.0,4,7,2000,0.0,1911,98103,47.6583,-122.351,1260,1452
785,8731901940,2015-03-04,218000.0,5,1.75,1930,8040,1.0,4,8,1930,0.0,1966,98023,47.3109,-122.376,2370,8000
786,2688100071,2015-04-15,500000.0,2,1.0,1280,5400,1.0,3,7,1280,0.0,1964,98117,47.6949,-122.37100000000001,1540,5670
790,1494300060,2014-06-11,522000.0,3,1.75,1730,8400,1.0,4,7,1400,1.0,1980,98052,47.6792,-122.115,1830,8636
795,6145601000,2014-07-11,429950.0,4,1.0,1760,7216,1.0,3,7,1090,1.0,1947,98133,47.7041,-122.355,1180,3844
797,3885805935,2014-09-26,710000.0,4,2.0,1740,9000,1.0,5,8,1740,0.0,1958,98033,47.6815,-122.198,1850,7700
800,4083305445,2014-08-15,650000.0,3,2.0,1340,2720,1.5,3,7,1340,0.0,1913,98103,47.6518,-122.335,2030,4590
802,7940700260,2015-01-15,422120.0,3,2.5,1630,4534,2.0,3,8,1630,0.0,1987,98034,47.7148,-122.205,1380,4779
805,3904980030,2015-04-14,500000.0,3,2.25,1690,4964,2.0,3,8,1690,0.0,1989,98029,47.5756,-122.01,1800,5036
807,6067900060,2014-06-05,565000.0,3,2.75,2390,9966,1.0,5,8,1360,1.0,1977,98006,47.5433,-122.185,2140,10713
808,7202340960,2014-09-08,581000.0,3,2.5,2600,4438,2.0,3,7,2600,0.0,2004,98053,47.6799,-122.03399999999999,2600,4904
809,1786640070,2014-08-06,361000.0,3,2.0,1950,8698,1.0,3,8,1950,0.0,1999,98042,47.39,-122.15299999999999,2330,7212
810,259600260,2015-01-22,345000.0,3,1.0,1250,7210,1.0,4,7,1250,0.0,1964,98008,47.6329,-122.12100000000001,1530,8800
811,7234600903,2014-10-16,419000.0,2,2.25,1180,1253,2.0,3,8,840,1.0,2008,98122,47.6124,-122.309,1310,1963
812,4307350200,2015-05-12,347000.0,3,2.5,1680,4308,2.0,3,7,1680,0.0,2004,98056,47.4802,-122.179,2160,4182
815,1421069208,2014-12-23,379000.0,3,3.25,2660,17852,2.5,3,8,2660,0.0,2014,98010,47.3077,-122.01100000000001,1320,11876
816,4057300200,2014-12-22,310000.0,3,1.5,1150,3323,2.0,3,7,1150,0.0,1988,98029,47.5707,-122.01700000000001,1150,2980
817,1922059135,2015-05-13,250000.0,2,2.0,1130,5500,1.0,4,6,1130,0.0,1941,98030,47.3839,-122.225,1320,6600
818,5014600240,2014-08-14,682000.0,5,2.75,2760,5000,2.0,3,9,2760,0.0,2005,98059,47.538999999999994,-122.18799999999999,2870,5030
819,1565900070,2014-07-21,246500.0,3,2.0,1430,8919,1.0,3,7,1430,0.0,1992,98022,47.2118,-121.98299999999999,1580,8919
821,6799300270,2014-08-06,310950.0,4,2.5,2030,4997,2.0,3,8,2030,0.0,2004,98031,47.393,-122.184,2095,5500
825,4006000251,2014-08-22,226000.0,3,1.0,970,5000,1.0,3,6,970,0.0,1968,98118,47.5282,-122.279,1290,5875
828,7376300060,2014-05-15,465750.0,3,1.5,1260,10350,1.0,3,7,1260,0.0,1959,98008,47.6357,-122.12299999999999,1800,10350
837,8682262400,2015-05-13,419950.0,2,1.75,1350,4003,1.0,3,8,1350,0.0,2004,98053,47.7176,-122.03299999999999,1350,4479
841,6450303785,2014-11-18,320000.0,3,1.0,1340,5175,1.0,3,7,940,1.0,1987,98133,47.7321,-122.34,1020,5500
844,108000127,2014-12-09,456500.0,4,3.5,2000,2309,3.0,3,8,2000,0.0,2008,98177,47.7027,-122.361,1440,1548
848,7197350070,2015-03-04,512000.0,3,1.75,1610,12555,1.0,3,7,1080,1.0,1977,98052,47.6618,-122.13600000000001,1780,10374
850,3905081070,2014-05-21,535800.0,4,2.5,1900,5790,2.0,3,8,1900,0.0,1994,98029,47.5691,-121.99600000000001,2030,5790
852,5637500070,2014-07-31,438000.0,3,2.5,1520,1304,2.0,3,8,1180,1.0,2006,98136,47.5446,-122.385,1270,1718
854,4136890260,2014-06-27,327000.0,5,2.75,2400,8050,2.0,3,8,2400,0.0,1998,98092,47.2635,-122.209,2400,8050
856,3654800200,2014-10-22,265000.0,3,2.5,1720,6271,2.0,3,7,1720,0.0,1993,98038,47.3898,-122.04899999999999,1570,6587
857,2296500036,2015-03-10,450000.0,4,2.75,2980,13260,1.0,4,8,1800,1.0,1979,98056,47.5152,-122.197,1920,10731
859,1865820370,2014-11-13,166600.0,3,1.75,1150,8690,1.0,4,7,1150,0.0,1977,98042,47.3729,-122.115,1330,7040
862,6403310060,2014-08-11,539900.0,3,1.75,1650,10150,1.0,3,8,1230,1.0,1976,98033,47.6963,-122.169,1930,8958
